"subj_id","hide_proportion","present","confidence"
"5eab0879b02b960b021d223a","0.1",0,0.60828125
"5eab0879b02b960b021d223a","0.1",1,0.787
"5eab0879b02b960b021d223a","0.35",0,0.589375
"5eab0879b02b960b021d223a","0.35",1,0.642333333333333
"5ef647ec3ce68a1178780f5a","0.1",0,0.734230324074074
"5ef647ec3ce68a1178780f5a","0.1",1,0.874565972222222
"5ef647ec3ce68a1178780f5a","0.35",0,0.710503472222222
"5ef647ec3ce68a1178780f5a","0.35",1,0.781339031339031
"5ef7204033605901ce86c0b0","0.1",0,0.55126953125
"5ef7204033605901ce86c0b0","0.1",1,0.702962239583333
"5ef7204033605901ce86c0b0","0.35",0,0.51416015625
"5ef7204033605901ce86c0b0","0.35",1,0.620008680555556
"5ef877bb6b0ed15b3f6ae106","0.1",0,0.94562962962963
"5ef877bb6b0ed15b3f6ae106","0.1",1,0.95362962962963
"5ef877bb6b0ed15b3f6ae106","0.35",0,0.910074074074074
"5ef877bb6b0ed15b3f6ae106","0.35",1,0.956507936507937
"5f0333df099f494ed223e66a","0.1",0,0.881944444444444
"5f0333df099f494ed223e66a","0.1",1,0.912413194444444
"5f0333df099f494ed223e66a","0.35",0,0.814670138888889
"5f0333df099f494ed223e66a","0.35",1,0.88792735042735
"5f30074e6a379841d23a85cf","0.1",0,0.811429116681341
"5f30074e6a379841d23a85cf","0.1",1,0.850019144029259
"5f30074e6a379841d23a85cf","0.35",0,0.749159004605781
"5f30074e6a379841d23a85cf","0.35",1,0.794135558531751
"5f392fae9168cc472f0468f6","0.1",0,0.78926282051282
"5f392fae9168cc472f0468f6","0.1",1,0.824305555555556
"5f392fae9168cc472f0468f6","0.35",0,0.736421130952381
"5f392fae9168cc472f0468f6","0.35",1,0.663248697916667
"5f4cbdf9f599118d27c21442","0.1",0,0.78726109910597
"5f4cbdf9f599118d27c21442","0.1",1,0.815047729233648
"5f4cbdf9f599118d27c21442","0.35",0,0.889065789765107
"5f4cbdf9f599118d27c21442","0.35",1,0.711725497913623
"5f6b027e6eae971e2fa13594","0.1",0,0.854329427083333
"5f6b027e6eae971e2fa13594","0.1",1,0.753605769230769
"5f6b027e6eae971e2fa13594","0.35",0,0.813888888888889
"5f6b027e6eae971e2fa13594","0.35",1,0.723028273809524
"5f709bd12fcbfe673d756220","0.1",0,0.768865740740741
"5f709bd12fcbfe673d756220","0.1",1,0.761574074074074
"5f709bd12fcbfe673d756220","0.35",0,0.688657407407407
"5f709bd12fcbfe673d756220","0.35",1,0.716481481481481
"5f974c72a0ed8c0f9ce724ea","0.1",0,0.583994708994709
"5f974c72a0ed8c0f9ce724ea","0.1",1,0.873280423280423
"5f974c72a0ed8c0f9ce724ea","0.35",0,0.337731481481481
"5f974c72a0ed8c0f9ce724ea","0.35",1,0.702932098765432
"5fbb89e20ddd50a66ab62a67","0.1",0,0.728174603174603
"5fbb89e20ddd50a66ab62a67","0.1",1,0.973784722222222
"5fbb89e20ddd50a66ab62a67","0.35",0,0.729861111111111
"5fbb89e20ddd50a66ab62a67","0.35",1,0.897123015873016
"5fd2f46ccf5806125472ef4c","0.1",0,0.824662903138774
"5fd2f46ccf5806125472ef4c","0.1",1,0.766029668411867
"5fd2f46ccf5806125472ef4c","0.35",0,0.801235602094241
"5fd2f46ccf5806125472ef4c","0.35",1,0.556550319953461
"5fd8ea198512a801831f6b85","0.1",0,0.467989417989418
"5fd8ea198512a801831f6b85","0.1",1,0.684490740740741
"5fd8ea198512a801831f6b85","0.35",0,0.476455026455026
"5fd8ea198512a801831f6b85","0.35",1,0.575555555555556
"5fed47cfcb429d79af4f8ded","0.1",0,0.730324074074074
"5fed47cfcb429d79af4f8ded","0.1",1,0.732539682539682
"5fed47cfcb429d79af4f8ded","0.35",0,0.601388888888889
"5fed47cfcb429d79af4f8ded","0.35",1,0.451157407407407
"6002ae1ea178912bfa128adf","0.1",0,0.165811965811966
"6002ae1ea178912bfa128adf","0.1",1,0.143981481481481
"6002ae1ea178912bfa128adf","0.35",0,0.188888888888889
"6002ae1ea178912bfa128adf","0.35",1,0.134722222222222
"6005331b282af2704b3e9854","0.1",0,0.8921875
"6005331b282af2704b3e9854","0.1",1,0.856212797619048
"6005331b282af2704b3e9854","0.35",0,0.900390625
"6005331b282af2704b3e9854","0.35",1,0.835503472222222
"601129f77e0c21000b0c408a","0.1",0,0.905877976190476
"601129f77e0c21000b0c408a","0.1",1,0.799005681818182
"601129f77e0c21000b0c408a","0.35",0,0.707682291666667
"601129f77e0c21000b0c408a","0.35",1,0.736328125
"6016bbe3a28c6014fd3236b8","0.1",0,0.751302083333333
"6016bbe3a28c6014fd3236b8","0.1",1,0.72953869047619
"6016bbe3a28c6014fd3236b8","0.35",0,0.666493055555556
"6016bbe3a28c6014fd3236b8","0.35",1,0.595953525641026
"601958c0af6453017a0cbbd4","0.1",0,0.990397135416667
"601958c0af6453017a0cbbd4","0.1",1,0.94970703125
"601958c0af6453017a0cbbd4","0.35",0,0.9853515625
"601958c0af6453017a0cbbd4","0.35",1,1
"601a682ebca398285673a4c8","0.1",0,0.718149038461538
"601a682ebca398285673a4c8","0.1",1,0.813100961538462
"601a682ebca398285673a4c8","0.35",0,0.637310606060606
"601a682ebca398285673a4c8","0.35",1,0.768229166666667
"603e2035a82afdd77cc17f58","0.1",0,0.8625
"603e2035a82afdd77cc17f58","0.1",1,0.81547619047619
"603e2035a82afdd77cc17f58","0.35",0,0.742013888888889
"603e2035a82afdd77cc17f58","0.35",1,0.787698412698413
"6065156e5a052bf80d91ff93","0.1",0,0.469444444444444
"6065156e5a052bf80d91ff93","0.1",1,0.512121212121212
"6065156e5a052bf80d91ff93","0.35",0,0.356581196581197
"6065156e5a052bf80d91ff93","0.35",1,0.347070707070707
"606dea112436631b694c56ad","0.1",0,0.405902777777778
"606dea112436631b694c56ad","0.1",1,0.703535353535354
"606dea112436631b694c56ad","0.35",0,0.309876543209877
"606dea112436631b694c56ad","0.35",1,0.640811965811966
"609140cea1442672dd2141d7","0.1",0,1
"609140cea1442672dd2141d7","0.1",1,0.909090909090909
"609140cea1442672dd2141d7","0.35",0,1
"609140cea1442672dd2141d7","0.35",1,1
"60941b1942298685b0d09a74","0.1",0,0.949382706630377
"60941b1942298685b0d09a74","0.1",1,0.962469131563917
"60941b1942298685b0d09a74","0.35",0,0.957142850078603
"60941b1942298685b0d09a74","0.35",1,0.968660957792885
"609b93f727804c22f29aabab","0.1",0,0.951697530864198
"609b93f727804c22f29aabab","0.1",1,0.957609953703704
"609b93f727804c22f29aabab","0.35",0,0.935030864197531
"609b93f727804c22f29aabab","0.35",1,0.929398148148148
"609c34dac301d73f3684005d","0.1",0,0.486049107142857
"609c34dac301d73f3684005d","0.1",1,0.7171875
"609c34dac301d73f3684005d","0.35",0,0.382626488095238
"609c34dac301d73f3684005d","0.35",1,0.786892361111111
"609d1ddf6aa3ba55f1bf4267","0.1",0,0.863095238095238
"609d1ddf6aa3ba55f1bf4267","0.1",1,0.943080357142857
"609d1ddf6aa3ba55f1bf4267","0.35",0,0.845196759259259
"609d1ddf6aa3ba55f1bf4267","0.35",1,0.808159722222222
"60aad516e34718d318bfb44d","0.1",0,0.340104166666667
"60aad516e34718d318bfb44d","0.1",1,0.412459935897436
"60aad516e34718d318bfb44d","0.35",0,0.276442307692308
"60aad516e34718d318bfb44d","0.35",1,0.327752976190476
"60aff9a6354c706f21c27da1","0.1",0,0.517027243589744
"60aff9a6354c706f21c27da1","0.1",1,0.593276515151515
"60aff9a6354c706f21c27da1","0.35",0,0.494140625
"60aff9a6354c706f21c27da1","0.35",1,0.615584935897436
"60b86ca5f6cdbe9f29e1dafd","0.1",0,0.728472222222222
